cve_ent,nom_ent,cve_mun,nom_mun,cve_geo,cve_ageb,Rango_Pobreza,Rango_Pobreza_Ext
14,Jalisco,14001,Acatic,1400100010067,0067,"(34, 50]","[ 0, 20]"
14,Jalisco,14001,Acatic,1400100010071,0071,"(34, 50]","[ 0, 20]"
14,Jalisco,14001,Acatic,1400100010103,0103,"(34, 50]","[ 0, 20]"
14,Jalisco,14001,Acatic,1400100010118,0118,"(50, 70]","[ 0, 20]"
14,Jalisco,14001,Acatic,1400100010122,0122,"(34, 50]","[ 0, 20]"
14,Jalisco,14001,Acatic,1400100010137,0137,"(18, 34]","[ 0, 20]"
14,Jalisco,14001,Acatic,1400100010160,0160,"(50, 70]","[ 0, 20]"
14,Jalisco,14001,Acatic,1400100010175,0175,"(18, 34]","[ 0, 20]"
14,Jalisco,14001,Acatic,1400100010194,0194,"(34, 50]","[ 0, 20]"
14,Jalisco,14001,Acatic,1400100010207,0207,"(34, 50]","[ 0, 20]"
14,Jalisco,14001,Acatic,1400100010211,0211,"(34, 50]","[ 0, 20]"
14,Jalisco,14001,Acatic,1400100010226,0226,"(34, 50]","[ 0, 20]"
14,Jalisco,14001,Acatic,1400100010230,0230,"(50, 70]","[ 0, 20]"
14,Jalisco,14001,Acatic,140010001025A,025A,"(50, 70]","[ 0, 20]"
14,Jalisco,14001,Acatic,1400100010279,0279,"(34, 50]","[ 0, 20]"
14,Jalisco,14001,Acatic,1400100010283,0283,"(50, 70]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200010030,0030,"(18, 34]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200010064,0064,"(18, 34]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200010079,0079,"(34, 50]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200010083,0083,"(34, 50]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,140020001012A,012A,"[ 0, 18]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200010168,0168,"(18, 34]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200010280,0280,"(34, 50]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200010295,0295,"(18, 34]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200020045,0045,"(18, 34]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,140020002005A,005A,"(18, 34]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200020100,0100,"(34, 50]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200020149,0149,"(34, 50]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200020204,0204,"(34, 50]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200020219,0219,"(50, 70]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200020223,0223,"(50, 70]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200020238,0238,"(50, 70]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200020257,0257,"(50, 70]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200020261,0261,"(34, 50]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200020327,0327,"(70, 100]","[ 0, 20]"
14,Jalisco,14002,Acatlán de Juárez,1400200040187,0187,"(18, 34]","[ 0, 20]"
14,Jalisco,14003,Ahualulco de Mercado,1400300010076,0076,"(50, 70]","[ 0, 20]"
14,Jalisco,14003,Ahualulco de Mercado,1400300010080,0080,"(50, 70]","[ 0, 20]"
14,Jalisco,14003,Ahualulco de Mercado,1400300010095,0095,"(18, 34]","[ 0, 20]"
14,Jalisco,14003,Ahualulco de Mercado,1400300010108,0108,"(34, 50]","[ 0, 20]"
14,Jalisco,14003,Ahualulco de Mercado,1400300010112,0112,"(34, 50]","[ 0, 20]"
14,Jalisco,14003,Ahualulco de Mercado,1400300010127,0127,"(18, 34]","[ 0, 20]"
14,Jalisco,14003,Ahualulco de Mercado,1400300010131,0131,"(34, 50]","[ 0, 20]"
14,Jalisco,14003,Ahualulco de Mercado,1400300010146,0146,"(34, 50]","[ 0, 20]"
14,Jalisco,14003,Ahualulco de Mercado,1400300010165,0165,"(70, 100]","[ 0, 20]"
14,Jalisco,14003,Ahualulco de Mercado,140030001017A,017A,"(34, 50]","[ 0, 20]"
14,Jalisco,14003,Ahualulco de Mercado,1400300010199,0199,"(50, 70]","[ 0, 20]"
14,Jalisco,14003,Ahualulco de Mercado,1400300010216,0216,"(34, 50]","[ 0, 20]"
14,Jalisco,14005,Amatitán,1400500010047,0047,"(34, 50]","[ 0, 20]"
14,Jalisco,14005,Amatitán,1400500010051,0051,"(18, 34]","[ 0, 20]"
14,Jalisco,14005,Amatitán,1400500010066,0066,"(34, 50]","[ 0, 20]"
14,Jalisco,14005,Amatitán,1400500010070,0070,"(34, 50]","[ 0, 20]"
14,Jalisco,14005,Amatitán,1400500010085,0085,"(34, 50]","[ 0, 20]"
14,Jalisco,14005,Amatitán,140050001009A,009A,"(34, 50]","[ 0, 20]"
14,Jalisco,14005,Amatitán,1400500010102,0102,"(34, 50]","[ 0, 20]"
14,Jalisco,14005,Amatitán,1400500010136,0136,"(50, 70]","[ 0, 20]"
14,Jalisco,14005,Amatitán,1400500010140,0140,"(18, 34]","[ 0, 20]"
14,Jalisco,14005,Amatitán,140050001016A,016A,"(18, 34]","[ 0, 20]"
14,Jalisco,14005,Amatitán,1400500010174,0174,"(18, 34]","[ 0, 20]"
14,Jalisco,14005,Amatitán,1400500010189,0189,"(70, 100]","(20, 50]"
14,Jalisco,14006,Ameca,1400600010186,0186,"(34, 50]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010190,0190,"(34, 50]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010203,0203,"(34, 50]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010218,0218,"(34, 50]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010222,0222,"(34, 50]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010237,0237,"(34, 50]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010241,0241,"[ 0, 18]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010256,0256,"(34, 50]","[ 0, 20]"
14,Jalisco,14006,Ameca,140060001028A,028A,"(34, 50]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010294,0294,"(34, 50]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010307,0307,"(50, 70]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010311,0311,"(18, 34]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010326,0326,"(18, 34]","[ 0, 20]"
14,Jalisco,14006,Ameca,140060001035A,035A,"(34, 50]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010379,0379,"(70, 100]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010398,0398,"(34, 50]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010400,0400,"(34, 50]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010472,0472,"(34, 50]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010491,0491,"(50, 70]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600010504,0504,"(18, 34]","[ 0, 20]"
14,Jalisco,14006,Ameca,1400600110415,0415,"(50, 70]","[ 0, 20]"
14,Jalisco,14006,Ameca,140060011042A,042A,"(50, 70]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010123,0123,"(18, 34]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010138,0138,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010142,0142,"(18, 34]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010176,0176,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010195,0195,"(18, 34]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010208,0208,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010212,0212,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010227,0227,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010301,0301,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010369,0369,"(50, 70]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010373,0373,"(50, 70]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010405,0405,"(50, 70]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010439,0439,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010443,0443,"(18, 34]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010458,0458,"(50, 70]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010477,0477,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010481,0481,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010532,0532,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010547,0547,"(50, 70]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010655,0655,"(18, 34]","[ 0, 20]"
14,Jalisco,14008,Arandas,140080001066A,066A,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010674,0674,"(18, 34]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010689,0689,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010706,0706,"[ 0, 18]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010782,0782,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010797,0797,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,140080001080A,080A,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010814,0814,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010829,0829,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010833,0833,"(18, 34]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010848,0848,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010852,0852,"(18, 34]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010867,0867,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010886,0886,"[ 0, 18]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010890,0890,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010903,0903,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010918,0918,"(18, 34]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010922,0922,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010937,0937,"(18, 34]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400800010941,0941,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400802800388,0388,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400802800392,0392,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400802800513,0513,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400802800528,0528,"(34, 50]","[ 0, 20]"
14,Jalisco,14008,Arandas,1400802800778,0778,"(34, 50]","[ 0, 20]"
14,Jalisco,14009,El Arenal,1400900010046,0046,"(18, 34]","[ 0, 20]"
14,Jalisco,14009,El Arenal,1400900010065,0065,"(18, 34]","[ 0, 20]"
14,Jalisco,14009,El Arenal,140090001007A,007A,"(18, 34]","[ 0, 20]"
14,Jalisco,14009,El Arenal,1400900010084,0084,"(34, 50]","[ 0, 20]"
14,Jalisco,14009,El Arenal,1400900010099,0099,"(50, 70]","[ 0, 20]"
14,Jalisco,14009,El Arenal,1400900010101,0101,"(18, 34]","[ 0, 20]"
14,Jalisco,14009,El Arenal,1400900010116,0116,"(18, 34]","[ 0, 20]"
14,Jalisco,14009,El Arenal,1400900010135,0135,"(18, 34]","[ 0, 20]"
14,Jalisco,14009,El Arenal,140090001014A,014A,"(34, 50]","[ 0, 20]"
14,Jalisco,14009,El Arenal,1400900010154,0154,"(34, 50]","[ 0, 20]"
14,Jalisco,14009,El Arenal,1400900010169,0169,"(34, 50]","[ 0, 20]"
14,Jalisco,14009,El Arenal,140090001021A,021A,"(70, 100]","(20, 50]"
14,Jalisco,14009,El Arenal,1400900010224,0224,"(34, 50]","[ 0, 20]"
14,Jalisco,14009,El Arenal,1400900060239,0239,"(34, 50]","[ 0, 20]"
14,Jalisco,14009,El Arenal,1400900060243,0243,"(18, 34]","[ 0, 20]"
14,Jalisco,14009,El Arenal,1400900060262,0262,"(50, 70]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300010049,0049,"(34, 50]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300010053,0053,"(18, 34]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300010142,0142,"(18, 34]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300010157,0157,"(18, 34]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300010176,0176,"(50, 70]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300010180,0180,"(18, 34]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300010195,0195,"(34, 50]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300010246,0246,"(34, 50]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300010250,0250,"(34, 50]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300010265,0265,"(18, 34]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,140130001027A,027A,"(50, 70]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300010284,0284,"(34, 50]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300010299,0299,"(50, 70]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300010301,0301,"(18, 34]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300010316,0316,"(50, 70]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300010458,0458,"(50, 70]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300300104,0104,"(50, 70]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300300119,0119,"(50, 70]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300300123,0123,"(70, 100]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300300138,0138,"(70, 100]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300300212,0212,"(50, 70]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300300227,0227,"(50, 70]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300300388,0388,"(70, 100]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,140130030041A,041A,"(50, 70]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300300439,0439,"(50, 70]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300300443,0443,"(70, 100]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401300300513,0513,"(70, 100]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401301450477,0477,"(50, 70]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401301450481,0481,"(50, 70]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401301450496,0496,"(18, 34]","[ 0, 20]"
14,Jalisco,14013,Atotonilco el Alto,1401301450509,0509,"(34, 50]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010043,0043,"(34, 50]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010058,0058,"[ 0, 18]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010062,0062,"(18, 34]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010077,0077,"(18, 34]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010147,0147,"(18, 34]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010151,0151,"(34, 50]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010166,0166,"(50, 70]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010185,0185,"(50, 70]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,140150001019A,019A,"(50, 70]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010202,0202,"(34, 50]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010217,0217,"(18, 34]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010221,0221,"(50, 70]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010236,0236,"(34, 50]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010240,0240,"(50, 70]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010255,0255,"(18, 34]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010289,0289,"(50, 70]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010293,0293,"[ 0, 18]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010306,0306,"(18, 34]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010310,0310,"(18, 34]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010344,0344,"(18, 34]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010414,0414,"[ 0, 18]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010429,0429,"[ 0, 18]","[ 0, 20]"
14,Jalisco,14015,Autlán de Navarro,1401500010452,0452,"(34, 50]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600010021,0021,"(34, 50]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600010093,0093,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600010144,0144,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600010159,0159,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600010163,0163,"(34, 50]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600010182,0182,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600010248,0248,"(18, 34]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600010252,0252,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600010341,0341,"(34, 50]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600010356,0356,"(18, 34]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600010498,0498,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600010534,0534,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600010549,0549,"(70, 100]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600100318,0318,"(70, 100]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600100394,0394,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600100407,0407,"(70, 100]","(20, 50]"
14,Jalisco,14016,Ayotlán,1401600100426,0426,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600100430,0430,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600100500,0500,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600720110,0110,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600720125,0125,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,140160072013A,013A,"(70, 100]","(20, 50]"
14,Jalisco,14016,Ayotlán,1401600720197,0197,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600720271,0271,"(70, 100]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,140160089020A,020A,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600890229,0229,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600890233,0233,"(50, 70]","[ 0, 20]"
14,Jalisco,14016,Ayotlán,1401600890286,0286,"(50, 70]","[ 0, 20]"
14,Jalisco,14018,La Barca,140180001005A,005A,"(34, 50]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010083,0083,"(34, 50]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010115,0115,"(18, 34]","[ 0, 20]"
14,Jalisco,14018,La Barca,140180001012A,012A,"(50, 70]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010134,0134,"(50, 70]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010149,0149,"(18, 34]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010153,0153,"(50, 70]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010187,0187,"(50, 70]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010191,0191,"(34, 50]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010204,0204,"(34, 50]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010219,0219,"(18, 34]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010257,0257,"(70, 100]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010261,0261,"(18, 34]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010276,0276,"(34, 50]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010312,0312,"(50, 70]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010327,0327,"(50, 70]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010331,0331,"(70, 100]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010346,0346,"[ 0, 18]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010401,0401,"(18, 34]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800010469,0469,"(70, 100]","(20, 50]"
14,Jalisco,14018,La Barca,1401800010492,0492,"(70, 100]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800270100,0100,"(70, 100]","[ 0, 20]"
14,Jalisco,14018,La Barca,1401800270172,0172,"(70, 100]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100010106,0106,"(50, 70]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100010110,0110,"(18, 34]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100010125,0125,"(50, 70]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,140210001020A,020A,"(50, 70]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100010214,0214,"(34, 50]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100010229,0229,"(34, 50]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100010248,0248,"[ 0, 18]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100010303,0303,"(70, 100]","(20, 50]"
14,Jalisco,14021,Casimiro Castillo,1402100010318,0318,"(34, 50]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100010356,0356,"(34, 50]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100010360,0360,"(34, 50]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100010394,0394,"(34, 50]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,140210003013A,013A,"(50, 70]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100030182,0182,"(50, 70]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100030341,0341,"(70, 100]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100030375,0375,"(50, 70]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,140210003038A,038A,"(70, 100]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100150430,0430,"(50, 70]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100150445,0445,"(50, 70]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,140210015045A,045A,"(50, 70]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100180144,0144,"(50, 70]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100180159,0159,"(50, 70]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100180267,0267,"(50, 70]","[ 0, 20]"
14,Jalisco,14021,Casimiro Castillo,1402100180271,0271,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200010137,0137,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200010141,0141,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200010156,0156,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200010160,0160,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200010175,0175,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,140220001018A,018A,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200010194,0194,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200010207,0207,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200010211,0211,"(34, 50]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200010349,0349,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200010353,0353,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200010419,0419,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200010442,0442,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200010480,0480,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200010508,0508,"(70, 100]","(20, 50]"
14,Jalisco,14022,Cihuatlán,1402200010531,0531,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200060387,0387,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200060391,0391,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200060404,0404,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200060527,0527,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200160584,0584,"(70, 100]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200160599,0599,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200160601,0601,"(34, 50]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200160616,0616,"(34, 50]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200330122,0122,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200330230,0230,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200330279,0279,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200330283,0283,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200330315,0315,"(50, 70]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,140220033032A,032A,"(34, 50]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200330334,0334,"(34, 50]","[ 0, 20]"
14,Jalisco,14022,Cihuatlán,1402200330550,0550,"(50, 70]","[ 0, 20]"
14,Jalisco,14023,Zapotlán el Grande,1402300010045,0045,"(18, 34]","[ 0, 20]"
